REFERENCE_PE,NOM,CODE_SAFIR,TYPE_SITE,REGION,LIBELLE_REGION,COMPLEMENT_ADRESSE,DC_COMPLEMENTADRSITEPHYSIQUE,ADRESSE,CODE_POSTAL,COMMUNE,DN_LATITUDE,DN_LONGITUDE
IDF0067005037,Paris 5 et 13ème Daviel,75765,ALE,11,ILE-DE-FRANCE,NULL,NULL,23 rue Daviel,75013,PARIS,"48,828069","2,344573"
IDF0055005623,PARIS 18ème NEY (APE - PFP),75773,ALE,11,ILE-DE-FRANCE,NULL,NULL,78 boulevard Ney,75018,PARIS,"48,898552","2,353079"
IDF0041005119,Paris 16 et 17ème Cardinet,75945,ALE,11,ILE-DE-FRANCE,NULL,NULL,8 rue Bernard Buffet,75017,PARIS,"48,891864","2,316428"
IDF0003005071,DR ILE DE FRANCE PLUTON,75980,DRA,11,ILE-DE-FRANCE,NULL,IMMEUBLE PLUTON,3 RUE GALILEE,93160,NOISY LE GRAND,"48,844063","2,546758"
NOR0104006149,ROUEN BEAUVOISINE,76013,ALE,28,NORMANDIE,NULL,NULL,5/7 route de NEUFCHATEL,76000,ROUEN,"49,448937","1,099408"
NOR0106001452,LE HAVRE SOUDAY,76021,ALE,28,NORMANDIE,NULL,NULL,17 à 21 RUE PAUL SOUDAY,76600,LE HAVRE,"49,494244","0,116857"
NOR0080005633,HAVRE VILLE HAUTE,76022,ALE,28,NORMANDIE,NULL,NULL,20 & 30 rue Léon PEULEVEY,76620,LE HAVRE,"49,519628","0,116717"
NOR0108005729,LILLEBONNE,76036,ALE,28,NORMANDIE,NULL,NULL,4 rue Chico Mendes,76170,LILLEBONNE,"49,521607","0,53551"
NOR0109005934,DIEPPE,76044,ALE,28,NORMANDIE,NULL,NULL,7 rue de l'Entrepôt,76200,DIEPPE,"49,92169","1,08397"
NOR0085005929,ELBEUF,76052,ALE,28,NORMANDIE,NULL,NULL,39 rue POUSSIN,76504,ELBEUF,"49,285258","1,004724"
NOR0087005305,FECAMP,76060,ALE,28,NORMANDIE,NULL,NULL,122 AVENUE JEAN LORRAIN,76400,FECAMP,"49,761353","0,382418"
NOR0088005764,LE TREPORT,76075,ALE,28,NORMANDIE,NULL,NULL,4 ter rue de la digue,76470,LE TREPORT,"50,058424","1,386304"
NOR0089005542,FORGES-LES-EAUX,76083,ALE,28,NORMANDIE,NULL,NULL,"91, rue de NEUFCHATEL",76440,FORGES LES EAUX,"49,615955","1,539152"
NOR0090006158,ROUEN SAINT SEVER,76091,ALE,28,NORMANDIE,NULL,NULL,25-26 place Gadeau de Kerville,76100,ROUEN,"49,430526","1,07837"
NOR0092005426,YVETOT,76101,ALE,28,NORMANDIE,NULL,Zone de la Plaine,Avenue Micheline OSTERMEYER,76190,YVETOT,"49,615709","0,775352"
NOR0543005948,ROUEN LUCILINE,76112,ALE,28,NORMANDIE,NULL,NULL,4 rue Amédée Dormoy,76000,ROUEN,"49,445018","1,066131"
NOR0001005489,DIRECTION REGIONALE HAUTE NORMANDIE,76115,DRA,28,NORMANDIE,NULL,Le FLORAL,90 avenue de Caen,76100,ROUEN,"49,429595","1,074097"
NOR0093005636,MAROMME,76116,ALE,28,NORMANDIE,NULL,NULL,116 rue des Martyrs de la Résistance,76150,MAROMME,"49,481967","1,045565"
NOR0094001466,BARENTIN FO,76132,ALE,28,NORMANDIE,NULL,NULL,200 RUE DENIS PAPIN,76360,BARENTIN,"49,540385","0,958441"
NOR0095001519,HARFLEUR,76204,ALE,28,NORMANDIE,NULL,NULL,10 avenue du Clos Labedoyere,76700,HARFLEUR,"49,504217","0,195625"
NOR0096005427,LE HAVRE FERRER,76220,ALE,28,NORMANDIE,NULL,NULL,17 rue FERRER,76600,LE HAVRE,"49,488478","0,138869"
NOR0100006096,ROUEN AUBETTE,76235,ALE,28,NORMANDIE,NULL,NULL,17 rue de l'Aubette,76000,ROUEN,"49,43747","1,129972"
NOR0101001511,ROUEN ST ETIENNE DU ROUVRAY,76243,ALE,28,NORMANDIE,NULL,NULL,7 RUE ABEL GANCE,76800,ST ETIENNE DU ROUVRAY,"49,398304","1,072215"
NOR0103005778,ROUEN QUEVILLY,76251,ALE,28,NORMANDIE,NULL,NULL,5 rue Fleury,76120,LE GRAND QUEVILLY,"49,41289","1,053128"
NOR0065006018,DT ROUEN DIEPPE,76266,DDA,28,NORMANDIE,Etage 1er,Immeuble Le Vauban,4 passage de la Luciline,76000,ROUEN,"49,445734","1,068291"
IDF0330001739,La Ferté-Sous-Jouarre,77009,ALE,11,ILE-DE-FRANCE,NULL,NULL,8 RUE DE LA GARE,77260,LA FERTE SOUS JOUARRE,"48,950311","3,124439"
IDF0349001649,Lagny-sur-Marne,77015,ALE,11,ILE-DE-FRANCE,NULL,TOUR ORIX,26 30 RUE DU PONT HARDY,77400,LAGNY SUR MARNE,"48,876875","2,692272"
IDF0331005743,Coulommiers,77023,ALE,11,ILE-DE-FRANCE,NULL,NULL,14 rue des Longs Sillons,77120,COULOMMIERS,"48,804571","3,101109"
IDF0332005067,Meaux,77031,ALE,11,ILE-DE-FRANCE,NULL,NULL,12 boulevard Jean Rose,77100,MEAUX,"48,960698","2,88204"
IDF0334006044,Dammarie les Lys,77046,ALE,11,ILE-DE-FRANCE,NULL,NULL,187 rue Gaston Pluchon,77190,DAMMARIE LES LYS,"48,51968","2,633892"
IDF0335005944,Montereau-Fault-Yonne,77054,ALE,11,ILE-DE-FRANCE,NULL,NULL,2/8 rue Edmond Fortin,77130,MONTEREAU FAULT YONNE,"48,384812","2,956876"
IDF0336001670,Nemours,77062,ALE,11,ILE-DE-FRANCE,NULL,NULL,30 avenue de Lyon,77140,NEMOURS,"48,263068","2,699788"
IDF0337001542,Provins,77070,ALE,11,ILE-DE-FRANCE,NULL,NULL,10 rue de la Foire aux Chevaux,77160,PROVINS,"48,560335","3,306422"
IDF0346001787,Brie-Comte-Robert,77085,ALE,11,ILE-DE-FRANCE,NULL,NULL,RUE DU 19 MARS 1962,77170,BRIE COMTE ROBERT,"48,68549","2,608642"
IDF0338001559,Torcy,77093,ALE,11,ILE-DE-FRANCE,NULL,NULL,11 13 PROMENADE DU BELVEDERE,77200,TORCY,"48,841031","2,653293"
IDF0339001755,Avon,77103,ALE,11,ILE-DE-FRANCE,NULL,NULL,9 avenue du Général De Gaulle,77210,AVON,"48,418127","2,72957"
IDF0341005951,Mitry Mory,77111,ALE,11,ILE-DE-FRANCE,NULL,NULL,3 rue Paul Gauguin,77290,MITRY MORY,"48,974144","2,642808"
IDF0344001572,Chessy Val d'Europe,77126,ALE,11,ILE-DE-FRANCE,NULL,NULL,27 PLACE D ARIANE,77700,CHESSY,"48,856807","2,772824"
IDF0345005546,Savigny-le-Temple,77134,ALE,11,ILE-DE-FRANCE,NULL,NULL,25 AVENUE JULES VALLES,77176,SAVIGNY LE TEMPLE,"48,594329","2,58132"
IDF0347005433,Pontault-Combault,77142,ALE,11,ILE-DE-FRANCE,ZI DES 50 ARPENTS,NULL,50 RUE DES AULNES,77340,PONTAULT COMBAULT,"48,800849","2,606685"
IDF0348001666,Chelles,77150,ALE,11,ILE-DE-FRANCE,NULL,NULL,3 RUE DU REVEREND PERE CHAILLET,77500,CHELLES,"48,872905","2,589817"
IDF0307001684,Plateau DR Lieusaint,77206,DDA,11,ILE-DE-FRANCE,NULL,IMMEUBLE LE TRAIT D UNION,4 ALLEE DE LA MIXITE,77127,LIEUSAINT,"48,615522","2,542184"
IDF0371001579,Plaisir,78000,ALE,11,ILE-DE-FRANCE,NULL,NULL,14 16 BOULEVARD LEON BLUM,78370,PLAISIR,"48,818753","1,962269"
IDF0372005758,Mantes-la-Jolie,78010,ALE,11,ILE-DE-FRANCE,NULL,Immeuble Origami,2 B boulevard Calmette,78200,MANTES LA JOLIE,"48,984447","1,713918"
IDF0373005755,Les Mureaux,78025,ALE,11,ILE-DE-FRANCE,NULL,NULL,"160, avenue Paul Raoult",78130,LES MUREAUX,"48,982963","1,911874"
IDF0374005515,Saint-Germain-en-Laye,78033,ALE,11,ILE-DE-FRANCE,NULL,NULL,101 rue Pereire,78100,ST GERMAIN EN LAYE,"48,900874","2,064885"
IDF0368001641,Versailles,78046,ALE,11,ILE-DE-FRANCE,NULL,NULL,24 rue de Vergennes,78000,VERSAILLES,"48,802204","2,129677"
IDF0378001616,Poissy (APE-A2S),78056,ALE,11,ILE-DE-FRANCE,NULL,NULL,2 PLACE GEORGES POMPIDOU,78300,POISSY,"48,932539","2,041148"
IDF0379005455,Rambouillet,78064,ALE,11,ILE-DE-FRANCE,NULL,NULL,1 rue Claude Chappe,78120,RAMBOUILLET,"48,651943","1,839958"
IDF0380001569,Trappes (APE-A2S),78072,ALE,11,ILE-DE-FRANCE,NULL,NULL,130 AVENUE DES BOULEAUX,78190,TRAPPES,"48,770115","2,008309"
IDF0381001651,Sartrouville,78080,ALE,11,ILE-DE-FRANCE,NULL,NULL,27 rue Lamartine,78500,SARTROUVILLE,"48,937046","2,160102"
IDF0382001537,Conflans-Sainte-Honorine,78095,ALE,11,ILE-DE-FRANCE,NULL,NULL,1 RUE DE POLOGNE,78700,CONFLANS STE HONORINE,"48,999459","2,105546"
IDF0383005400,Guyancourt (APE-Cadres),78121,ALE,11,ILE-DE-FRANCE,NULL,NULL,3 AVENUE DU 8 MAI 1945,78280,GUYANCOURT,"48,785455","2,054704"
IDF0351005400,Guyancourt (APE-Cadres),78201,DDA,11,ILE-DE-FRANCE,NULL,NULL,3 AVENUE DU 8 MAI 1945,78280,GUYANCOURT,"48,785455","2,054704"
NAQ0175005031,DIRECTION TERRITORIALE DEUX SEVRES,79004,DDA,75,NOUVELLE-AQUITAINE,NULL,NULL,36 rue Thomas Portau,79000,NIORT,"46,305987","-0,484803"
NAQ0183005476,PE NIORT TREVINS,79006,ALE,75,NOUVELLE-AQUITAINE,NULL,NULL,275 Rue du Stade,79180,CHAURAY,"46,346764","-0,37556"
NAQ0189005520,NIORT GARENNE,79012,ALE,75,NOUVELLE-AQUITAINE,NULL,NULL,36 rue Thomas Portau,79000,NIORT,"46,305987","-0,484803"
NAQ0190005654,Pole Emploi Bressuire,79020,ALE,75,NOUVELLE-AQUITAINE,NULL,NULL,89 B boulevard de Thouars,79300,BRESSUIRE,"46,84965","-0,46894"
NAQ0192000158,PARTHENAY,79035,ALE,75,NOUVELLE-AQUITAINE,NULL,NULL,13 BOULEVARD EDGAR QUINET,79200,PARTHENAY,"46,64833","-0,23889"
NAQ0193006083,THOUARS,79043,ALE,75,NOUVELLE-AQUITAINE,NULL,NULL,8 rue Gambetta,79100,THOUARS,"46,980186","-0,210517"
NAQ0188005982,MELLE,79051,ALE,75,NOUVELLE-AQUITAINE,NULL,Zone du Pinier,3 rue des Petits Champs,79500,ST LEGER DE LA MARTINIERE,"46,225673","-0,131902"
HDF0185003225,AMIENS DURY,80011,ALE,32,HAUTS-DE-FRANCE,NULL,NULL,1 PLACE DES MAGNOLIAS,80000,AMIENS,"49,89389","2,294227"
HDF1058005703,DT AISNE rue de Gaulle,80073,DDA,32,HAUTS-DE-FRANCE,NULL,NULL,11 avenue Charles De Gaulle,02000,LAON,"49,570177","3,636011"
HDF0187005686,ABBEVILLE,80414,ALE,32,HAUTS-DE-FRANCE,NULL,NULL,11 rue Paul Vimereu,80100,ABBEVILLE,"50,10038","1,86659"
HDF0188005117,AMIENS MILLEVOYE,80430,ALE,32,HAUTS-DE-FRANCE,NULL,NULL,21 RUE MILLEVOYE,80000,AMIENS,"49,886866","2,297128"
HDF0191003217,DOULLENS,80445,ALE,32,HAUTS-DE-FRANCE,NULL,NULL,IMPASSE TIVOLI,80600,DOULLENS,"50,159783","2,347199"
HDF0192003223,FRIVILLE ESCARBOTIN,80453,ALE,32,HAUTS-DE-FRANCE,NULL,NULL,191 B RUE HENRI BARBUSSE,80130,FRIVILLE ESCARBOTIN,"50,082033","1,543485"
HDF0193005381,HAM,80461,ALE,32,HAUTS-DE-FRANCE,NULL,"""LIEU DIT """"CHEMIN D'ESTOUILLY""""""",RUE BEAUDELAIRE,80400,HAM,"49,757857","3,073615"
HDF0194005251,PERONNE ALBERT,80476,ALE,32,HAUTS-DE-FRANCE,NULL,NULL,4 B AVENUE DANICOURT,80200,PERONNE,"49,93269","2,94068"
HDF0196005088,AMIENS TELLIER,80492,ALE,32,HAUTS-DE-FRANCE,NULL,NULL,RUE PAUL TELLIER,80000,AMIENS,"49,891043","2,308611"
HDF0198005580,MONTDIDIER,80502,ALE,32,HAUTS-DE-FRANCE,NULL,8 rue de Marthe,ZAC de l'Épinette,80500,MONTDIDIER,"49,646751","2,58901"
OCC0003002685,DT MIDI PYRENEES EST / ALBITECH,81003,DDA,76,OCCITANIE,NULL,NULL,7 RUE GUSTAVE EIFFEL,81000,ALBI,"43,917463","2,162067"
OCC0023002583,ALBI,81711,ALE,76,OCCITANIE,NULL,NULL,17 RUE COMPAYRE,81000,ALBI,"43,927481","2,148055"
OCC0024006095,CASTRES,81734,ALE,76,OCCITANIE,NULL,NULL,68 Boulevard Pierre Mendés France,81100,CASTRES,"43,596164","2,22697"
OCC0025002705,GRAULHET,81742,ALE,76,OCCITANIE,NULL,NULL,AVENUE RHIN ET DANUBE,81300,GRAULHET,"43,760781","1,973923"
OCC0022005270,GAILLAC,81743,ALE,76,OCCITANIE,NULL,NULL,510 AVENUE FRANCOIS MITTERRAND,81600,GAILLAC,"43,906055","1,912479"
OCC0026002617,AUSSILLON MAZAMET,81750,ALE,76,OCCITANIE,NULL,NULL,28 BOULEVARD DU THORE,81200,AUSSILLON,"43,507863","2,359676"
OCC0027002724,CARMAUX,81765,ALE,76,OCCITANIE,NULL,NULL,RUE DE LA VERRERIE,81400,CARMAUX,"44,050264","2,151604"
OCC0043005525,MONTAUBAN ALBASUD,82001,ALE,76,OCCITANIE,NULL,Zone Albasud,205 Avenue de l'Europe,82000,MONTAUBAN,"43,9971","1,335377"
OCC0032006120,DT Lot - Tarn-et-Garonne,82013,DDA,76,OCCITANIE,NULL,NULL,35-37 RUE MICHELET,82000,MONTAUBAN,"44,01722","1,358632"
OCC0045005562,MONTAUBAN NORD,82816,ALE,76,OCCITANIE,NULL,NULL,124 rue de Pater,82000,MONTAUBAN,"44,031898","1,371281"
OCC0046002642,CASTELSARRASIN,82824,ALE,76,OCCITANIE,NULL,NULL,4 COTE DES CHARRETIERS,82100,CASTELSARRASIN,"44,037746","1,104698"
PAC0087005716,Six Fours APE,83000,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,NULL,Chemin des Négadoux,83140,SIX FOURS LES PLAGES,"43,108463","5,843169"
PAC0088006099,La Garde APE,83001,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,NULL,250 avenue du Reganas,83130,LA GARDE,"43,147389","6,029723"
PAC0086005926,SAINT MAXIMIN APE,83002,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,NULL,637 avenue Gabriel PERI,83470,ST MAXIMIN LA STE BAUME,"43,454133","5,855962"
PAC0080005555,APE LE CANNET VAR,83027,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,NULL,9 rue Ambroise Paré,83340,LE CANNET DES MAURES,"43,393514","6,336741"
PAC0081005255,APE SAINT RAPHAEL,83028,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,ACTIPARC DU CERCERON,386 VOIE DENIS PAPIN,83700,ST RAPHAEL,"43,437674","6,79109"
PAC0071005315,DT 83 CARRE VAUBAN MAYOL,83142,DDA,93,PROVENCE-ALPES-COTE D'AZUR,NULL,CARRE VAUBAN BAT 2B,40 TRAVERSE DES MINIMES,83000,TOULON,"43,119632","5,935501"
PAC0089005492,APE TOULON CARNOT,83405,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,Bâtiment LA CROIX ROUGE,33 rue Berrier Fontaine,83000,TOULON,"43,126968","5,924726"
PAC0091005821,La Seyne sur Mer APE,83413,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,NULL,124 avenue Louis Curet,83500,LA SEYNE SUR MER,"43,10268","5,881753"
PAC0092005835,HYERES APE,83421,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,NULL,195 Avenue Jean moulin,83400,HYERES LES PALMIERS,"43,10758","6,130203"
PAC0093003351,FREJUS APE,83436,ALE,93,PROVENCE-ALPES-COTE D'AZUR,BASE NATURE,NULL,1196 boulevard de la Mer,83600,FREJUS,"43,419207","6,745507"
PAC0094005834,Draguignan APE,83444,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,Quartier Chabran,Place 7ème bataillon chasseurs alpins,83300,DRAGUIGNAN,"43,541072","6,464698"
PAC0096005794,TOULON LA RODE APE & A2S VAR,83452,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,NULL,56 RUE VINCENT SCOTTO,83000,TOULON,"43,119031","5,942676"
PAC0098003654,BRIGNOLES,83460,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,NULL,269 Avenue Adjudant Chef M.L. Broquier,83170,BRIGNOLES,"43,40821","6,039107"
PAC0099005978,GOLFE ST TROPEZ,83475,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,NULL,98 rue Carnot,83310,COGOLIN,"43,256101","6,532265"
PAC0100005974,AVIGNON JOLY JEAN APE DT,84002,DDA,93,PROVENCE-ALPES-COTE D'AZUR,NULL,ZAC Joly jean,15 rue Madame de Sevigne,84000,AVIGNON,"43,929217","4,827556"
PAC0112005974,AVIGNON JOLY JEAN APE DT,84004,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,ZAC Joly jean,15 rue Madame de Sevigne,84000,AVIGNON,"43,929217","4,827556"
PAC0121005836,Carpentras APE,84470,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,Rue du Pape Jean XXIII,158 allée des tilleuls,84200,CARPENTRAS,"44,059315","5,044937"
PAC0122005837,ORANGE APE,84485,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,NULL,85 Rue Agis Rigord,84100,ORANGE,"44,139029","4,793412"
PAC0115005539,APE Cavaillon,84493,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,NULL,601 avenue de la Libération,84300,CAVAILLON,"43,848708","5,038097"
PAC0113003398,APE APT,84494,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,NULL,461 voie Domitienne,84400,APT,"43,879201","5,387185"
PAC0116005972,BOLLENE APE,84503,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,NULL,4 rue Sauveur Durand,84500,BOLLENE,"44,298842","4,757645"
PAC0117005980,AVIGNON REALPANIER APE,84511,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,NULL,21 rue Claude Chabrol,84000,AVIGNON,"43,948715","4,805928"
PAC0114005973,Pertuis APE,84526,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,NULL,182 allée des Prés Verts,84120,PERTUIS,"43,695427","5,505081"
PDL0002003088,LA ROCHE SUD,85004,DDA,52,PAYS DE LA LOIRE,NULL,NULL,33 rue du Commerce,85000,LA ROCHE SUR YON,"46,65435","-1,442554"
PDL0017003088,LA ROCHE SUD,85007,ALE,52,PAYS DE LA LOIRE,NULL,NULL,33 rue du Commerce,85000,LA ROCHE SUR YON,"46,65435","-1,442554"
PDL0016005592,Montaigu,85010,ALE,52,PAYS DE LA LOIRE,NULL,Zone artisanale la bretonnière,16 rue René Descartes,85600,BOUFFERE,"46,975692","-1,334645"
PDL0018005410,LA ROCHE NORD,85012,ALE,52,PAYS DE LA LOIRE,NULL,Zone artisanale LES PTES BAZINIERES,19 rue Benjamin Franklin,85000,LA ROCHE SUR YON,"46,687081","-1,427158"
PDL0015005571,ST GILLES CROIX DE VIE,85019,ALE,52,PAYS DE LA LOIRE,NULL,Zone OCEANIS,7 route de la Roche,85800,ST GILLES CROIX DE VIE,"46,694473","-1,912716"
PDL0019005598,Olonne sur Mer,85020,ALE,52,PAYS DE LA LOIRE,NULL,NULL,100 rue de la belle Olonnaise,85109,LES SABLES D OLONNE,"46,496177","-1,771294"
PDL0454005583,LUCON,85034,ALE,52,PAYS DE LA LOIRE,NULL,NULL,2 rue des Liquidambars,85400,LUCON,"46,455298","-1,166334"
PDL0020005622,Les Herbiers,85035,ALE,52,PAYS DE LA LOIRE,NULL,NULL,8 rue de l'Oiselière,85503,LES HERBIERS,"46,881511","-1,011302"
PDL0021006031,FONTENAY LE COMTE,85043,ALE,52,PAYS DE LA LOIRE,NULL,NULL,3 rue de l¿ouillette,85200,FONTENAY LE COMTE,"46,464581","-0,792228"
PDL0022005550,CHALLANS,85051,ALE,52,PAYS DE LA LOIRE,Pôle Activ Océan,Parc Tertiaire IV,40 rue Pierre Gilles de Gennes,85300,CHALLANS,"46,834994","-1,88215"
NAQ0157005977,DR PE Poitou-Charentes,86006,DDA,75,NOUVELLE-AQUITAINE,NULL,NULL,27 rue du Pré Médard,86280,ST BENOIT,"46,56128","0,36501"
NAQ0165000131,POITIERS GARE,86009,ALE,75,NOUVELLE-AQUITAINE,NULL,NULL,60 BOULEVARD DU GRAND CERF,86000,POITIERS,"46,582977","0,334514"
NAQ0167005538,POITIERS GRAND LARGE,86014,ALE,75,NOUVELLE-AQUITAINE,NULL,NULL,2 allée de la Calypso,86280,ST BENOIT,"46,562967","0,363574"
NAQ0170005577,CHATELLERAULT,86022,ALE,75,NOUVELLE-AQUITAINE,NULL,Parc ACTIVITES RENE MONORY,1 rue GEORGES CHARPAK,86100,CHATELLERAULT,"46,843718","0,53142"
NAQ0172005537,PE MONTMORILLON,86030,ALE,75,NOUVELLE-AQUITAINE,NULL,NULL,rue Daniel Cormier,86500,MONTMORILLON,"46,425931","0,866865"
NAQ0174000126,POITIERS FUTUROSCOPE,86061,ALE,75,NOUVELLE-AQUITAINE,NULL,ZAC DU TELEPORT,AVENUE JEAN MONNET,86360,CHASSENEUIL DU POITOU,"46,668367","0,359045"
NAQ1035005031,DIRECTION TERRITORIALE DEUX SEVRES,86083,DDA,75,NOUVELLE-AQUITAINE,NULL,NULL,36 rue Thomas Portau,79000,NIORT,"46,305987","-0,484803"
NAQ0166000138,LOUDUN,86084,ALE,75,NOUVELLE-AQUITAINE,NULL,ZONE INDUSTRIELLE DE OUAGADOUGOU,RUE DES AUBUIES,86200,LOUDUN,"47,021312","0,083842"
NAQ0003005697,Siège Régional Pôle emploi Limousin,87001,DDA,75,NOUVELLE-AQUITAINE,NULL,Parc Ester,11 rue du Puy Ponchet,87067,LIMOGES,"45,854917","1,284576"
NAQ0012002250,LIMOGES VENTADOUR,87016,ALE,75,NOUVELLE-AQUITAINE,NULL,NULL,18 RUE PAUL CLAUDEL,87000,LIMOGES,"45,812012","1,26869"
NAQ0014005144,SAINT JUNIEN,87024,ALE,75,NOUVELLE-AQUITAINE,NULL,NULL,2 AVENUE ANATOLE FRANCE,87200,ST JUNIEN,"45,888527","0,903885"
NAQ0284005697,Siège Régional Pôle emploi Limousin,87031,DDA,75,NOUVELLE-AQUITAINE,NULL,Parc Ester,11 rue du Puy Ponchet,87067,LIMOGES,"45,854917","1,284576"
NAQ0015005584,LIMOGES LECLERC,87040,ALE,75,NOUVELLE-AQUITAINE,NULL,NULL,135 ¿ 137 avenue du Général Leclerc,87000,LIMOGES,"45,847573","1,26145"
NAQ0017005140,BELLAC,87055,ALE,75,NOUVELLE-AQUITAINE,NULL,NULL,4 T RUE DU GENERAL ARBELLOT,87300,BELLAC,"46,12187","1,05116"
NAQ1033005697,Siège Régional Pôle emploi Limousin,87068,DDA,75,NOUVELLE-AQUITAINE,NULL,Parc Ester,11 rue du Puy Ponchet,87067,LIMOGES,"45,854917","1,284576"
NAQ1058002245,LIMOGES JOURDAN,87069,ALE,75,NOUVELLE-AQUITAINE,NULL,NULL,13 COURS JOURDAN,87000,LIMOGES,"45,833199","1,264288"
NAQ0011005259,SAINT YRIEIX,87071,ALE,75,NOUVELLE-AQUITAINE,NULL,NULL,RUE DU 8 MAI 1945,87500,ST YRIEIX LA PERCHE,"45,510844","1,204888"
GRE0073005501,POLE EMPLOI EPINAL,88615,ALE,44,GRAND EST,DT88-APE-A2S,NULL,"3, PLACE DU GENERAL DE GAULLE",88026,EPINAL,"48,17847","6,44236"
GRE0076005123,REMIREMONT,88623,ALE,44,GRAND EST,NULL,NULL,LIEU DIT LE GROS CHATELET,88200,REMIREMONT,"48,01649","6,589747"
GRE0078005931,POLE EMPLOI SAINT DIE DES VOSGES,88631,ALE,44,GRAND EST,NULL,NULL,5 rue Marie Marvingt,88100,ST DIE DES VOSGES,"48,288609","6,940211"
GRE0081006010,NEUFCHATEAU,88646,ALE,44,GRAND EST,NULL,NULL,110 QUAI JEAN MOULIN,88300,NEUFCHATEAU,"48,354836","5,692693"
GRE0083002305,GERARDMER,88662,ALE,44,GRAND EST,NULL,NULL,3 RUE DES VOSGES,88400,GERARDMER,"48,068157","6,874135"
GRE0084002301,EPINAL VOIVRE,88670,ALE,44,GRAND EST,NULL,NULL,14 AVENUE DU ROSE POIRIER,88000,EPINAL,"48,20159","6,46218"
BFC0013005405,AUXERRE CLAIRION,89002,ALE,27,BOURGOGNE-FRANCHE-COMTE,NULL,NULL,49-51 RUE GUYNEMER,89000,AUXERRE,"47,81351","3,57618"
BFC0605005981,DT NIEVRE YONNE,89031,DDA,27,BOURGOGNE-FRANCHE-COMTE,NULL,NULL,Espace Colbert,58000,NEVERS,"46,999597","3,156027"
BFC0020005406,SENS,89044,ALE,27,BOURGOGNE-FRANCHE-COMTE,NULL,ZA ECO PARC,RUE DU 19 MARS 1962,89100,SENS,"48,2022","3,2998"
BFC0021005885,AVALLON,89052,ALE,27,BOURGOGNE-FRANCHE-COMTE,NULL,NULL,62 rue de Lyon,89200,AVALLON,"47,491613","3,916162"
BFC0022000751,JOIGNY CHAMVRES,89060,ALE,27,BOURGOGNE-FRANCHE-COMTE,NULL,NULL,19 ROUTE DE CHAMVRES,89300,JOIGNY,"47,974911","3,385793"
BFC0105005721,BELFORT EUROPE,90005,ALE,27,BOURGOGNE-FRANCHE-COMTE,NULL,NULL,8 PLACE DE L'EUROPE,90000,BELFORT,"47,634215","6,844594"
BFC0111005349,BELFORT THIERS,90010,ALE,27,BOURGOGNE-FRANCHE-COMTE,NULL,NULL,14 A rue Adolphe Thiers,90000,BELFORT,"47,634228","6,855761"
IDF0134001590,Viry-Châtillon,91008,ALE,11,ILE-DE-FRANCE,NULL,PARC DE VIRY,16 RUE DE RIS,91170,VIRY CHATILLON,"48,676182","2,38894"
IDF0135001564,Corbeil-Essonnes,91012,ALE,11,ILE-DE-FRANCE,NULL,NULL,12-14 QUAI JACQUES BOURGOIN,91100,CORBEIL ESSONNES,"48,612104","2,484794"
IDF0139005602,Dourdan,91020,ALE,11,ILE-DE-FRANCE,NULL,NULL,"3, avenue Eugène Vernholes",91410,DOURDAN,"48,529651","2,012109"
IDF0138001582,Etampes,91035,ALE,11,ILE-DE-FRANCE,NULL,RESIDENCE MOULIN DE BONTE,15 RUE DE SACLAS,91150,ETAMPES,"48,429013","2,148538"
IDF0140005560,Juvisy sur Orge,91043,ALE,11,ILE-DE-FRANCE,NULL,NULL,83 avenue de la Cour de France,91260,JUVISY SUR ORGE,"48,695844","2,37124"
IDF0142001759,Palaiseau,91051,ALE,11,ILE-DE-FRANCE,NULL,NULL,9 rue Édouard Branly,91120,PALAISEAU,"48,717285","2,248738"
IDF0143005939,ARPAJON,91066,ALE,11,ILE-DE-FRANCE,NULL,NULL,"2, Route d¿Egly",91290,ARPAJON,"48,585717","2,244617"
IDF0144001757,Brunoy,91074,ALE,11,ILE-DE-FRANCE,NULL,NULL,13 rue de Cercay,91800,BRUNOY,"48,696698","2,503481"
